sentence,is_generated
Ieņēmumu plānošanas modulis izstrādāts programmēšanas vidēs Microsoft Visual Studio 2008 un SQL Server Management Studio.,0
"Microsoft Visual Studio 2008 izstrādāts moduļa programmatūras kods, bet SQL Server Management Studio veidoti SQL vaicājumi un datu atlase, tika veiktas nepieciešamās darbības ar jau izstrādātām datu bāzes tabulām un datiem, izstrādāta datu bāzes tabula tblMaksajumaGrafiks.",0
Tika izmantotas VB.NET un MS SQL programmēšanas valodas.,0
"Modulis kalpo gan līgumu maksājumu plānošanā, gan maksājumu uzskaitē.",0
Mobilo ĢIS lietotņu bezsaistes funkcionalitātes ieviešana šobrīd ir viena no biežāk pieprasītajām funkcijām ĢIS sistēmu veidotājiem.,0
"Neskatoties uz lielo pieprasījumu, trūkst pilnvērtīgu ietvaru, kas spētu  nodrošināt šo prasību, kā arī esošās iespējas šīs funkcionalitātes ieviešanai ir vāji aprakstītas.",0
"Darbā ir sniegts ieskats ĢIS sistēmās, aprakstīti esošie risinājumi, dažādi mobilo lietotņu veidi, iespējamie kartogrāfijas ietvaru varianti, kas varētu noderēt šādas lietotnes izveidē.",0
"Darbā galvenais uzsvars tiek likts uz izvēlētā ietvara (ArcGIS JavaScript API) risinājuma aprakstiem, pārbaudot tos praksē un veidojot Android lietotni, kas spēj bezsaistes režīmā nodrošināt datu apskatīšanu kartes veidā, kā arī veikt dažādas darbības ar šiem datiem.",0
"Atslēgvārdi: ĢIS, Android, Bezsaistes kartes, HTML5, ArcGIS JavaScript API",0
"Bakalaura darba ietvaros tika pētīta iespēja izveidot vienotu elektronisko pakalpojumu apstrādes mehānismu, kas varētu paātrināt un uzlabot jaunu pakalpojumu izstrādi uzņēmumā SIA „ZZ Dats”.",0
"Nepieciešamība pēc šāda mehānisma pēdējos gados kļuvusi arvien aktuālāka, jo daudzas pašvaldības vēlas saviem iedzīvotājiem nodrošināt iespēju iesniegt dažādus pieteikumus elektroniski.",0
"Darbā autors apraksta esošo situāciju, pamato pielietoto tehnoloģiju izvēli, kā arī apraksta izveidoto risinājumu, kas dod iespēju būvēt līdzīga tipa pakalpojumus daudz ātrāk.",0
"Darbs satur 45 lapaspuses, 12 attēlus, 5 tabulas un 2 pielikumus.",0
Ir izmantoti 13 informācijas avoti.,0
"Atslēgvārdi: e-pakalpojumi, datubāzes arhitektūra, ASP.NET, pieprasījumu apstrāde",0
"Rēķinu un pavadzīmju uzskaites sistēma ir grāmatvedībās pārvaldības un uzskaites sistēma, kas paredzēta uzņēmuma rēķinu un pavadzīmju veidošanas un uzglabāšanas procesu automatizēšanai, paātrināšanai un atvieglošanai.",0
Sistēma tika izstrādāta izmantojot spējās programmatūras izstrādes metodes nepārtraukti uzlabojot un paplašinot sistēmas funkcionalitāti.,0
"Lai nodrošinātu kvalitāti, pēc katrām būtiskām sistēmas izmaiņām tika veikta atkārtota testēšanaDarba gaitā tika izveidota sistēma, kas ļauj veidot, uzglabāt un eksportēt (PDF formātā) rēķinus, tādējādi klienta prasības tika apmierinātas un klients ir izteicis vēlmi turpināt sistēmas funkcionalitātes paplašināšanu.",0
"Atslēgvārdi: rēķins, pavadzīme, grāmatvedība, uzskaites sistēma",0
"Šis kvalifikācijas darbs ir izstrādāts, balstoties uz programmēšanas prakses rezultātiem.",0
"Prakses darba mērķis bija izstrādāt līkņu analizēšanas modeli, tas tika ņemts par mērķi arīkvalifikācijas darbam.",0
Kvalifikācijas darbs ir izstrādāts saskaņā ar programmatūras prasību specifikāciju unprojektējumu.,0
Programmas darbības procesā tiek analizēts attēls un tā īpašības.,0
"Izstrādātāsprogrammas funkcijas nodrošina tādas iespējas kā, līkņu garuma noteikšanu, līknessākumpunkta, galapunkta un viduspunkta koordinātu noteikšanu, attāluma noteikšanu starplīkņu galapunktu un sākumpunktu, līkņu skaita noteikšanu, līkņu liekuma virzienu.",0
Kvalifikācijas darba autors izstrādātajā programmatūrā cenšas attēlā analizēt līknes.,0
"Bakalaura darbā „Lietojumprogrammu instalāciju izveides risinājumi” mērķis ir izanalizēt lietotājam draudzīgas un nedraudzīgas instalācijas, kā arī salīdzināt instalāciju veidošanas rīkus, norādot uz to stiprajām un vājajām pusēm.",0
"Lai izpētītu instalāciju izveides iespējas tiek izmantota tīmeklī pieejamā informācija, autora darbs ar instalāciju rīkiem un to novērtējums.",0
"Parādīta sarežģītas instalācijas uzbūve, kas izveidota ar NSIS instalāciju rīku, kuru arī autors atzīst par labāko risinājumu šobrīd.",0
"Darbā aprakstīts, kā izveidot un pielietot pašam savus objektu atpazīšanas klasifikatorus un izmantot tos autora izstrādātajā virtuālās vides ietvarā.",0
"Šī sistēma sastāv no tīkla kameras, attēlu apstrādes, notikumu veidošanas procesiem un virtuālās vides.",0
Attēlu apstrādes process analizē tīkla kameras datus.,0
"Sistēma veido notikumus, balstoties uz klasifikatoru konfigurāciju un objektiem attēlos.",0
"Tālāk šie notikumi kontrolē virtuālās vides objektus, kuri ir attēloti uz izvadiekārtas (ekrāna, projektora, televizora).",0
"Šo programmatūru iespējams izmantot jebkurā sfērā, kurā objektu noteikšanu attēlos nepieciešams attēlot virtuālajā vidē.",0
"Kā piemērs klasifikatoru veidošanā un ietvara pielietošanā, tika izmantoti divi jauni klasifikatori, kuri nosaka, vai cilvēka roka ir pacelta.",0
Darbā ietvaros ir izstrādāts un realizēts mehānisms lietotāju definēto lauku un skatījumu pievienošanai TDA rīku būves platformā veidotiem grafiskiem rīkiem.,0
"Mehānisms sniedz iespēju papildināt rīku notācijas ar jauniem vizuāliem elementiem un nodrošināt to semantikas definēšanu, kā arī nodrošināt lietotājiem iespēju mainīt diagrammas elementu un atribūtu izskatu.",0
Izstrādātais mehānisms ir pārbaudīts OWLGr,0
"Ed rīkā, definējot domēn-specifiskas OWL ontoloģiju vizualizācijas notācijas.",0
"Šodien nevar iedomāties kompāniju, kura neizmantotu kādu no gramatvedības rīkiem.",0
"Bez uzmanības nepalika arī HansaWorld Enterprise gramatvedības sistēma, kas ļauj plaši izvērsties visa veida kompānijām.",0
"Tie, kas izmanto šo sistēmu jau ilgu laiku, spēs novertēt jaunieviestu tiešsaistes risinājumu, kas spēj atainot visas kompanijai svarigākas darbības, izmantojot tikai tīmēkļa vietni.",0
"Šīs risinājums ir ļoti aktuāls mūsdienās, jo kompānijām ir svarīgi kvalitatīvi un ātri paveikt nepieciešamas darbības, tieši no gramatvedības puses.",0
"Uzdevums ir izveidot 4 galvēnos funkcijas blokus: “Klienti/Piegadatāji”, “Artikuli”, “Rēķini” un “Maksājumi”.",0
"Risinājumam jābūt viegli saprotāmam, lai jebkurš gramatvēdis spētu ātri un bēz grūtībām orientēties un veikt nepieciešamas darbības.",0
Viki lietotnes ir kļuvušas par neatņemamu tīmekļa sastāvdaļu un tiek plaši pielietotasdažādos vispār izglītojošos un zinātniskos projektos.,0
"Lai nodrošinātu informācijas apmaiņu netikai starp cilvēkiem, bet arī starp datoriem, viki lietotņu dati kļuvuši ne tikai daudzstrukturizētāki, bet arī tiem tiek pievienotas semantiskas tehnoloģijas.",0
Līdz ar to šādu lietotņuiespējamais pielietojums tiek krietni paplašināts.,0
"Lai izpētītu semantisku viki lietotņu piedāvātās iespējas, problēmas un iespējamopielietojumu, tiks izpētīti trīs no lielākajiem semantiskajiem viki.",0
"Lai noskaidrotu pēc kādiemkritērijiem var veikt viki sistēmas izvēli, tiks ieviests viki lietotnes piemērs ar noteiktiemkritērijiem un veikts salīdzinājums, lai noskaidrotu piemērotāko no izpētītajām semantiskajāmviki sistēmām.",0
"Kvalifikācijas darbā „Ārvalstu palīdzības fondu projektu IS papildinājumi” tiek izveidots ekspertu modulis projektam „DPS”, kurš ir daļa no lielāka risinājuma un kurā ir nepieciešams veikt ekspertu reģistrāciju, to parametru uzstādīšanu un sekojošo atskaišu izveidi.",0
"Ekspertu modulis ir nepieciešams, lai nodrošinātu projekta projektu vērtēšanu.",0
Ar šīs sistēmas palīdzību ir iespējams vieglāk pārskatīt visus vērtēšanai nozīmētos ekspertus.,0
"Sistēma atvieglo ekspertu dokumentācijas izveidi, tiek pārskatāmi atspoguļoti visi dokumenti, kas pieder pie noteikta eksperta.",0
Sistēma ir izveidota izmantojot VB.NET strādājot ar Microsoft Visual Studio 2008 vidē.,0
Datu bāze tika veidota Microsoft SQL Server vidē.,0
"Kvalifikācijas darbs apraksta izstrādātu programmatūras bibliotēku, kas sasaista resursu vadības sistēmu Horizon un tās automātisko testu rīkus.",0
"Bibliotēka nodrošina piekļuvi grafiskās lietotāja saskarnes elementu īpašībām un ļauj veikt manipulācijas ar tiem, pievienojot pašreizējā testēšanas risinājumā trūkstošo funkcionalitāti.",0
"Bibliotēka realizēta  Ruby valodā, veidojot klases atbilstoši grafiskās lietotāja saskarnes elementiem.",0
"Izstrāde ir pilnībā dokumentēta, iekļaujot prasību specifikāciju, projektējumu un testu.",0
"Atslēgvārdi: bibliotēka, testēšanas automatizācija, Horizon, Ruby, saskarne.",0
Darbā „Zabbix uzraudzības ieviešana un optimizācija” stāstīts par Zabbix pārraudzības rīka ieviešanu Valsts Ieņēmumu Dienesta Infrastruktūras uzturēšanas nodaļā.,0
"Darbā dokumentēts esošas Zabbix sistēmas novērtējums, pārraudzības risinājuma ieviešanas plānojums, ieviešanas process.",0
"Darba rezultātā, tika realizēta Valsts Ieņēmumu Dienesta infrastruktūras iekārtu uzraudzība.",0
"Atslēgas vārdi: Zabbix, pārraudzība, infrastruktūra, Valsts Ieņēmumu Dienests.",0
"Kaut arī pēdējos gados arvien populārāka ir kļuvusi personvārdu neviennozīmības novēršana un tās risināšanai piedāvātās metodes, daudzās valodās tā ir maz pētīta – taj skaitā – latviešu valodā.",0
"Darbā tiek apskatīti pētījumi par vardu neviennozīmības novēršanas iespējām citās valodās un tad, balstoties uz iegūtajām zināšanām, tiek piedāvāts un uzbūvēts risinājums latviešu valodā.",0
Tiek izpētīti un analizēti vairāki klāsterizācijas algoritmi un to ietekme uz iegūto datu kopu.,0
"Darbā tiek aprakstīta sistēma, kuras funkcionālais uzdevums ir salīdzināt operatoru iesūtītos datus ar tiem, kas atrodas uzņēmuma datu bāzē.",0
"Pēc tam, balstoties uz salīdzināšanas rezultātiem un speciālista viedokli, iesūtītie dati tiek ierakstīti datu bāzē.",0
Programmatūra tiek realizēta izmantojot Scala programmēšanas valodu un Tresql vaicājumu valodu.,0
Sistēma pašlaik tiek ieviesta lietošanā.,0
"Tīmekļa vietne Latvijas tūrisma vietu publicēšanai, ir internetā bāzēta sistēma, kas ļauj cilvēkiem veicināt tūrismu Latvijā, balstoties uz ideju, ka tā ir domāta citu valstu tūristiem.",0
"Šī tīmekļa vieta piedāvā cilvēkiem augšupielādēt bildes, lai tās būtu iespējams apskatīt jebkuram interesentam.",0
"Galvenais akcents būs likts uz to, ka jebkurš cilvēks, kas būs reģistrējies, pats varēs publicēt sev izvēlētas bildes un aprakstus par tām pie pilsētām, tādā veidā varbūt arī parādot tūrisma objektus, kas nav atzīmēti kartēs.",0
Kvalifikācijas darba “Tīmekļa lapu pārveidošana un paātrināšana ar starpniekserveriem”mērķis ir apskatīt starpniekserveru piedāvātās iespējas tīmekļa serveru darbu paātrināšanā un tīmekļalapu pārveidošanā.,0
Darba uzdevumi ir uzstādīt starpniekserverus un konfigurēt tos attiecīginepieciešamajiem mērķiem.,0
Rezultātā tiek iegūti rezultāti par serveru darbības ātrumu un iespējām.,0
Kvalifikācijas darbā “Kino repertuāra pārlūks Android ierīcēm” tiek aprakstīta Android lietojumprogrammas “Kino repertuāra pārlūks” izstrāde un funkcionalitāte.,0
"Lietotne paredzēta kinoteātra repertuāra aplūkošanai izmantojot planšetdatorus un mobilos tālruņus, kas darbojas ar Android operētājsistēmu.",0
"Tā ir domāta kā parocīgāka alternatīva filmu apraksta un seansa laiku uzzināšanai  caur kinoteātra mājaslapu, skrejlapām vai afišām.",0
"Atslēgvārdi: Android, filmas, pārlūks.",0
"Bakalaura darba „Mērogojamas servera puses sistēmas arhitektūra” mērķis ir dot lasītājam priekšstatu par servera puses sistēmas izstrādi, kura ir balstīta uz konkrēta piemēra.",0
"Izpētīt un apgūt, aktuālu un moderno tehnoloģijas izmantošanu priekš mērogojamas un bojājumpiecietīgas sistēmas izstrādes.",0
"Uzbūvēt servera klasteri un konfigurēt datu apmaiņas procedūras, apgūt novērošanas un statistikas iegūšanas līdzekļus, veikt izstrādātas sistēmas testēšanu un optimizēšanu.",0
"Bakalaura darba tēmas aktualitāte ir pamatota ar to, ka IT nozare tiek bieži pielietoti klastera risinājumi priekš dažāda veida uzdevumu risinājumiem kā arī slodzes sadalīšanai.",0
Bakalaura darbs ir tiešs kvalifikācijas un kursa darbā sāktā projekta izstrādes turpinājums.,0
"Attēla grafisko struktūru atpazīšanas algoritmiem mūsdienās ir rasts ļoti plašs pielietojums dažādās nozarēs, taču eksistē salīdzinoši maz efektīvu algoritmu, kas spēj ar augstu precizitāti attēla grafiskās struktūras atpazīt.",0
"Bakalaura darba mērķis bija izpētīt un salīdzināt esošos algoritmu risinājumus, kā arī pabeigt praktiska programmatūras rīka, kas paredzēts grafu zīmējumu atpazīšanai, izstrādi.",0
"Bakalaura darba galvenais uzdevums bija parādīt pašreiz esošo algoritmu sarežģītību un rast praktisku risinājumu, kas izmanto līniju tievināšanas algoritmu un vienkāršus un viegli saprotamus algoritmus attēla līniju izsekošanai.",0
"Darba izstrādes rezultātā tika veikts pētījums par esošajiem algoritmiem attēla līniju tievināšanai, izsekošanai un atpazīšanai, kā arī izstrādāts programmatūras rīks grafu zīmējumu atpazīšanai, kas balstīts uz vienkāršotas loģikas līniju apstrādes algoritmiem.",0
"Darba mērķis ir izpētīt datu noliktavu veidošanas un izmantošanas rīku izvēles kritērijus un pieeju, kā arī ir plānots izmantot šo metodoloģiju, lai atrastu kursā ""Datu noliktavas"" lietotās programmatūras alternatīvas, kas noderētu mācību procesā.",0
"Ir paredzēts izvēlēties vispiemērotāko programmatūru un izpildīt datu integrācijas uzdevumu, uz kura bāzes veidot mācību materiālus pielāgotus šai videi, lai nodrošinātu sagatavotos absolventus ar praksē noderīgām zināšanām un iemaņām.",0
"Mūsdienās informācijas sistēmu izstrāde notiek ļoti ātri, un ņemot vērā nepārtraukto nepieciešamību pēc attīstības, tās tiek atjauninātas ļoti bieţi.",0
Šāda tendence rada prasības pēc testēšanas procesa uzlabošanas un efektīvākas resursu izmantošanas.,0
Darbs „Automātiska testēšana un efektivitāte” apskata iespējamās testēšanas metodes un novērtē iespēju šīs metodes automatizēt.,0
"Autors apskata arī daţas populārās izstrādes metodes un dod novērtējumu, kā tās ietekmē iespēju automatizēt testēšanas procesu.",0
"Darba mērķis ir apskatīt eksistējošās iespējas automatizēt testēšanas procesu, apskatīt daţas populārās metodes un pielietot tās reālai informācijas sistēmai, ka arī novērtēt šāda veida metoţu pielietošanas efektivitātes daţādus aspektus.",0
"Darba sagatavošanas un izstrādes procesā tika secināts, ka izstrāde pēc spējās metodoloģijas, kas ir pakļauta automātiskai testēšanai, ļauj iegūt ievērojamo ekonomisko efektivitāti, ka arī nodrošināt izstrādājamā produkta kvalitātes pieaugumu.",0
"Andra Knopkena bakalaura darbs  sniedz ieskatu mobilo lietotņu izstrādē, kas sakarā ar mobilo telefonu plašo izplatību mūsdienās ir kļuvusi ļoti aktuāla.",0
"Bakalaura darbā tiks apskatītas šībrīža mobilo telefonu operētājsistēmas un to popularitāte, kā arī mobilo telefonu lietotņu izstrādes iespējas uz dažādām operētājsistēmām.",0
"Tā kā mobilo telefonu operētājsistēmu ir daudz, un tās ir dažādas, šajā bakalaura darbā tiks apskatītas arī dažādas iespējas, lai vienu lietotni varētu izveidot uzreiz priekš dažādām operētājsistēmām.",0
"Darbā tiks pievērsta uzmanība starpplatformu izstrādes iespējām, kā arī reāli tiks izstrādātas mobilās lietotnes, izmantojot dažas no šīm iespējām.",0
"Kvalifikācijas darbā aprakstīta zaudējumu regulēšanas sistēmas funkcionalitātes papildināšana, proti, moduļa „Dokumenti” izstrāde.",0
"Sistēma un pats modulis ir izstrādāts uz .NET Framework tehnoloģijas bāzes, izmantojot ASP.NET WebForms ietvaru.",0
"Modulis „Dokumenti” ietver sevī dokumentu izveidi, attēlošanu, sagatavošanu, saglabāšanu un izdruku veidošanu atbilstoši klienta vajadzībām.",0
"Sistēmas funkcionalitātes papildināšana tika veikta izmantojot spējās programmatūras izstrādes metodi, analizējot klienta prasības, nepārtraukti pielāgojot un uzlabojot funkcionalitāti.",0
Darba gaitā tika pabeigta moduļa izstrāde un uzlabojumi tika nodoti klientam produkcijas vidē.,0
"Atslēgvārds: Zaudējumu regulēšanas sistēma, Dokumentu izveide,  .NET, C#, Visual Studio.",0
"Darbā apskatītas iespējas, kā uzlabot automobiļa lietošanas drošību, padarot pašu automobili viedāku.",0
"Tiek piedāvāts risinājums, kas ļauj samazināt nepieciešamību autovadītājam novērst uzmanību no ceļa, vienlaikus ļaujot darboties ar datiem, kas atrodas lietotājam piederošā ierīcē (viedtālrunī, mājas datorā).",0
"Risinājuma pamatā ir žestu ievades iekārta, kas iestrādāta stūres.",0
Darba autors patstāvīgi izstrādājis šādas vadības ierīces prototipu; darbā apskatīta ierīces izveide un iespējamie pielietojumi.,0
Bakalaura darba tēma ir „Lietotāju sniegto datu aizsardzība populārākajās interneta vietnēs”.,0
"Darba mērķis ir izvēlēties Latvijas lietotāju iecienītākās interneta vietnes gan pasaulē, gan Latvijā, kas atšķiras ar savu nozīmi un mērķauditoriju, lai izpētītu šo vietņu lietotāju reģistrācijas procesu, saprast, ar ko tās atšķiras, izanalizēt pieprasāmās informācijas daudzumu un nepieciešamību, drošības organizēšanu un lietotāju notifikāciju par drošības tēmām, veikt materiālu izpēti par lietotāja tīmekļa-servera saziņu pasaulē atzītā ComptiaSecurity + drošības sertifikāta ietvaros, pastāvošo risku esamību.",0
"Uz tā bāzes izveidot drošības organizēšanas risinājumus lietotājam, tīmekļa-resursiem un to uzturētājiem, sniegt radušos padomus un atziņas, kā arī izvietot tīklā izglītojošu materiālu latviešu valodā, kas būs interesanti topošajiem vietņu izstrādātājiem un lietotājiem.",0
"Darbā „Redzes loka paplašināšana, izmantojot virtuālu ekrānu” piedāvāta virtuālā ekrāna tehnoloģija, kas ļautu uzlabot virtuālās realitātes briļļu sniegtās  imersijas pakāpi, palielinot lietotāja redzes lauku.",0
"Tā vietā, lai nosegtu visu lietotāja redzes lauku ar dārgu un sarežģītu displeju, virtuālais ekrāns piedāvā izmantot salīdzinoši lētāku un vienkāršāku adaptīvo apgaismojumu perifērajā redzes apgabalā.",0
Darba ietvaros virtuāli modelēta šāda iekārta un eksperimentālā ceļā pētīta tās efektivitāte pie dažādiem parametriem.,0
"Atslēgas vārdi: virtuālais ekrāns, virtuālā realitāte, imersija, perifērā redze, redzes lauks",0
"Šī kvalifikācijas darba ietvaros ir paredzēts izveidot tīmekļa vietni, kuras mērķis ir sniegt noderīgu informāciju ģitārspēles cienītājiem, kā arī arī popularizēt ģitārspēli.",0
Tīmekļa vietnes apmeklētāji varēs apskatīt tos interesējošu informāciju.,0
Reģistrētie lietotāji varēs rakstiem pievienot komentārus.,0
"Tīmekļa vietnei ir 3 galvenās sadaļas – vispārīgi raksti, ģitārspēles apmācība, akordu bibliotēka.",0
Tīmekļa vietne ir izstrādāta FuelPHP vidē.,0
"Tika izmantotas PHP, HTML, MySQL un Javascript programmēšanas valodas.",0
Darbā tiek sīkāk izpētīti datu piekļuves objekti SQL datubāzēm.,0
"Tiek apzināti iemesli, kāpēc datu piekļuves objekti netiek tik plaši izmantoti programmu izstrādē kā tiešās piekļuves metode un katras metodes priekšrocības un trūkumi.",0
"Darba gaitā tiek izveidoti vienkārši Java piemēri, lai labāk izprastu gan programmēšanas sarežģītības pakāpi, gan patērēto laiku izstrādājot programmas, kas izmanto datu piekļuves objektus un SQL datubāzes.",0
Viens no galvenajiem uzņēmējdarbības uzdevumiem - ir nodrošināt informācijas drošību.,0
"Ja sistēmas drošībai netiek pievērsta pietiekama uzmanība, tad pastāv liels risks zaudēt biznesa informāciju, kas, protams, rada finansiālus zaudējumus.",0
"Ir ļoti svarīgi saprast, ka drošība - tas nav produkts, ko varat nopirkt veikalā, un būt pārliecināti savā drošībā.",0
"""Drošība"" – ir gan tehnisko, gan administratīvo pasākumu unikāla kombinācija.",0
"Un tā rezultātā bija izdarīti dažādi uzdevumi un risinājumi, lai uzlabotu tīkla un datoru drošību.",0
"Bakalaura darbā ""Metaprogrammēšana Ruby valodā"" tika izpētītas metaprogrammēšanas paņēmieni, kas tiek izmantoti dažādās programmēšanas valodās.",0
"Padziļināti tika izpētītas Ruby valodas metodes metaprogrammu būvēšanai, kā arī visas metodes veiksmīgi tika realizētas nelielā programmā.",0
Darbā tika instalēts Oracle Linux 6.4 Enterprise un veidota droša operētājsistēmas konfigurācija ar mērķi novērst potenciālas ievainojamības palielinot sistēmas drošību.,0
"Tika veidota tīkla, programmatūras, lietotāju tiesību, failsistēmas, servisu un serveru konfigurācija, kā arī izveidota rezerves kopiju manuāla un automātiska veidošana.",0
"Uzdevums bija ieviešot konfigurāciju izveidot operētājsistēmas attēlu, kurš ir saderīgs ar darbam nepieciešamo programmatūru un tiks izmantots jaunu vižu ērtai un ātrai izveidošanai.",0
"Pastāv lietas, kas cilvēkam liekas interesantas un aizraujošas, bet vienlaikus pastāv arī tādas lietas, kas liekas garlaicīgas.",0
"Cilvēks izšķir garlaicīgas un interesantas lietas mūzikā, zinātnē, literatūrā un citās jomās.",0
"Šajā darbā ir mēģināts saprast, kas cilvēkam liekas interesants attēlā un kāpēc.",0
"Darbā ir apskatītas pieejas, kas ļauj modelēt interesi un skaitumu, un ir piedāvātas iespējas, kā šīs metodes var tikt pielietotas interesanto un skaisto lietu noteikšanai attēlā.",0
"„Labo darbu darbnīca” (LDD) ir sociālā interneta vietne, kuras galvenais mērķis ir savest cilvēkus kopā, dod tiem iespēju piedalīties dažādos pasākumos, strādāt pie kopēja projekta, piedāvāt pakalpojumus.",0
"Tā ir vietne, kur katrs lietotājs varēs parādīt visiem vietnes lietotājiem savu individualitāti ar literāriem darbiem, uzrunām un multimedijām.",0
"Kā arī pastāvēs iespēja labi pavadīt laiku sadaļā, kura ir paredzēta jokiem un atpūtai.",0
Bakalaura darbs ir veltīts mācību procesa optimizācijas un skolvadības informatizācijas problemātikai.,0
"Darbā ir apkopota un izanalizēta informācija par esošo mācību procesa organizāciju un skolvadības sistēmām, to ietekmi uz izglītības klientiem un izglītības klientu attieksme pret IKT ienākšanu izglītības iestādēs.",0
"Noskaidrota  IKT  ietekme  uz  izglītības  attīstību, sniegta autora vīzija un ieteikumi IKT efektivitātes pilnveidošanai.",0
"Izveidots modelis IKT darbībai izglītības iestādē, ka arī ieteikumi IKT ieviešanai.",0
Bakalaura darbā aprakstīta autora vīzijas un ieteikumu ieviešana reālā izglītības iestādē.,0
No bakalaura darbā piedāvāta modeļa – 4 moduļi ir ieviesti reālā dzīvē.,0
"Bakalaura darbā ir 73 lapaspuses, 3 tabulas, 25 attēli, 3 pielikumi un 22 bibliogrāfiskie avoti.",0
"Ar katru dienu dažādas datorspēles kļūst aizvien populārākas bērnu vidū, bet nevienam nepatīk spēlēt spēles, kurās nevar uzvarēt.",0
"Šajā kvalifikācijas darbā ir aprakstīta kāršu spēles „Klondaikas pasjanss” (no angļu val. Klondike Solitaire) analīzes sistēma, ar kuras palīdzību varētu atrast izspēlējamus sadalījumus, lai varētu piedāvāt lietotājiem spēlēt tikai uzvaramas situācijas.",0
"Sistēma sagatavo arī plašākus datus par analīzes rezultātiem, kurus apstrādājot, varētu atrast kritērijus, pēc kuriem noteikt sadalījuma grūtības pakāpi.",0
Darba pasūtītājs un izstrādātājs ir darba autors.,0
"Programma izstrādāta VB.NET valodā, izmantojot „Microsoft .NET 4.5” ietvaru.",0
"Atslēgvārdi: VB.NET, Klondaikas pasjanss, kāršu spēle, analīze",0
"Veselības aprūpe ir būtiska jebkuram cilvēkam, visiem gribas būt veseliem, taču šobrīd esošā risinājumi darbojas neefektīvi.",0
"Iekārtās medicīnas iestādēs ir novecojušas, pacientu datu glabāšana ir neefektīva, lielu daļu no pacientu veselības datiem medicīnas iestāžu darbinieki veic manuāli, jaunas iekārtas maksā dārgi, ir personāla trūkums.",0
"Bakalaura darbā ir izpētīti visi šie trūkumi un aprakstīti viņu risinājumi izmantojot bezvadu sensoru tīklus, kā rezultātā ir izveidota bezvadu sensoru tīklu specifikācija, kas paredzēts medicīnas iestādēm un aprūpes centriem.",0
"Bakalaura darba mērķis ir novērtēt Adobe Flash iespējas, salīdzinot tās ar HTML5 tehnoloģijas iespējām.",0
Tiek veikts ieskats arī citās bagātinātu tīmekļa lietotņu (angl. Rich Internet Applications) izstrādes un darbināšanas tehnoloģijās - Microsoft Silverlight un JavaFX.,0
"Ņemot vērā par Adobe Flash un HTML5 iegūto informāciju, tiek veikta to piedāvāto iespēju salīdzināšana trīs kategorijās: vispirms tiek salīdzinātas īpašības, funkcionalitāte un iespējas, ko piedāvā gan Adobe Flash, gan HTML5, pēc tam atsevišķi tiek apskatītas iespējas, kuras nodrošina tikai Adobe Flash vai tikai HTML5.",0
"Rezultātā tiek izdarīti secinājumi par to, vai šobrīd būtu iespējams atteikties no Adobe Flash tehnoloģijas HTML5 labā un lietotājs no tā neciestu.",0
"Atslēgvārdi: Adobe Flash, HTML5, bagātinātas tīmekļa lietotnes, funkcionalitātes salīdzinājums",0
"Tīmekļa portāls izstrādāts SIA Salang-P uzņēmuma vajadzībām, šī mājaslapa ļauj lietotājam iepazīties ar uzņēmuma piedāvātajiem pakalpojumiem un plašo preču klāstu.",0
"Portālā var uzzināt par uzņēmuma darbības sfērām, akcijām,  jaunumiem, pārstāvju kontaktiem un iegūt citu nozīmīgu, aktuālo informāciju.",0
"Vietnes administrators var veikt izmaiņas informatīvajā saturā, to rediģējot vai pievienojot – rakstus, galerijas, reklāmkatalogus, veikt darbības, kas nav atļautas jebkuram citam mājaslapas lietotājam ar neatbilstošu tiesību komplektu.",0
Projekts paredzēts kā informatīvs avots jau esošajiem klientiem kā arī vietne jaunu klientu piesaistei.,0
"Atslēgvārdi: mājas lapa, HTML, PHP, CSS, JavaScript, MySQL.",0
"„Backtrace palīgs” ir tīmekļa lietojumprogrammatūra, kura asistē programmatūras atkļūdošanas procesā.",0
Tās primārās funkcijas ir problēmu ziņojumu (jeb backtarce) glabāšana un atveidošana lietotājam.,0
"Šīs lietojumprogrammatūras lietotājam ir iespējams ievietot, un lasīt datus par konkrēto problēmu no datu bāzes un salīdzināt tos ar dotās problēmas backtrace un to atribūtiem.",0
"„Backtrace palīgs” var būt noderīgs kā palīgrīks samērā liela, ilgstoša projekta ietvaros, jo tas atvieglina projekta blusu un kļūdu labošanas procesu.",0
"Darbā “Pielāgoties spējīgs tīmekļa dizains” tika pētīts kas ir pielāgoties spējīgs dizains, tā aktualitāte, metodes un problēmas saistītas ar tā izmantošanu, kā arī dažādu avotu un autoru piedāvāti risinājumi.",0
"Izmantojot izpētītas metodes, tika pārstrādāta Latvijas Universitātes tīmekļa vietnes galvenā lapa un izveidoti  secinājumi par pielāgoties spējīga dizaina izmantošanas priekšrocībām un zaudējumiem.",0
"Endoskopijas nosūtījumu modulis ir neliela daļa no slimnīcu informācijas sistēmas ""Ārsta Birojs"", kas veiksmīgi nodrošina un atvieglo ārstniecības personām nosūtījumu un rezultātu informācijas lapu veidošanu un reģistrēšanu ārstniecības iestādes datubāzē, kā arī šīs informācijas piesaistīšanu elektroniskajai pacienta veselības kartei kurā tiek glabāta visa pacienta medicīniskā vēsture.",0
